"","status","geometry","type","source","sYear","Empreendimento","Fase","Quantidade de UH","Tipo de UH"," Programa"," Logradouro"," Número de Logradouro"," Complemento"," Bairro","CEP","Município","Código do Município","Região","Número de Operação"," Data Contrato","00","id"
"379","Funciona","POINT (-46.8213786596097 -23.5827819697537)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL VIOLETAS - CONDOMINIO JARDIM DAS FLORES LOTE A  "," ASSINADO"," 300"," "," FAR"," RUA PARAGUAI  23"," "," RUA PARAGUAI, 23 LOTE A                                     "," "," "," CARAPICUÍBA"," 3510609"," RMSP"," 38188320"," 31/10/2013 00","00",379
"380","Funciona","POINT (-46.9358980836009 -23.6232787951445)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RUBI                                             "," ASSINADO"," 256"," "," FAR"," ESTRADA VELHA DA OLARIA 1990"," "," ESTRADA VELHA DA OLARIA 1990                                "," "," "," COTIA"," 3513009"," RMSP"," 40142280"," 26/06/2013 00","00",380
"381","Funciona","POINT (-46.9366670004656 -23.6202780005017)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES JARDIM PANORAMA I E II"," ASSINADO"," 572"," "," FAR"," "," "," ESTRADA VELHA DA OLARIA X R PORTO ALEGR - BAIRRO DA GRACA"," "," "," COTIA"," 3513009"," RMSP"," 698195"," 30/09/2013 00","00",381
"382","Funciona","POINT (-46.9102717754751 -23.6383654609699)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JARDIM CASTILHO 3, CONDOMINIO RESIDENCIAL                   "," ASSINADO"," 10"," "," FAR"," RUA PÊRA, 331"," "," RUA PERA, 331                                               "," "," "," COTIA"," 3513009"," RMSP"," 41104634"," 28/06/2013 00","00",382
"383","Funciona","POINT (-51.3830560003419 -22.0711110003315)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM JOAO DOMINGOS NETTO - LOTE 5   "," ASSINADO"," 466"," "," FAR"," "," "," ESTRADA VICINAL RAIMUNDO MAIOLINE                           "," "," "," PRESIDENTE PRUDENTE"," 3541406"," ESP"," 38763109"," 11/01/2013 00","00",383
"384","Funciona","POINT (-51.3819440003421 -22.0691670003317)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM JOAO DOMINGOS NETTO - LOTE 4   "," ASSINADO"," 444"," "," FAR"," "," "," ROD RAIMUNDO MAIOLINI                                       "," "," "," PRESIDENTE PRUDENTE"," 3541406"," ESP"," 38762854"," 04/12/2012 00","00",384
"385","Funciona","POINT (-51.4158330003394 -22.0802780003289)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM PANORAMICO                               "," ASSINADO"," 330"," "," FAR"," "," "," RUA MARIA APARECIDA CUISSI                                  "," "," "," PRESIDENTE PRUDENTE"," 3541406"," ESP"," 34143777"," 02/03/2012 00","00",385
"386","Funciona","POINT (-50.4847220004492 -21.1836110004436)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL PORTO REAL I - 2A ETAPA                         "," ASSINADO"," 143"," "," FAR"," "," "," ANEXO A CHACARAS MOEMA                                      "," "," "," ARAÇATUBA"," 3502804"," ESP"," 32230587"," 30/04/2010 00","00",386
"387","Funciona","POINT (-50.4658330004509 -21.1727780004454)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL AGUAS CLARAS_2A ETAPA                           "," ASSINADO"," 701"," "," FAR"," "," "," LOTEAMENTO RESIDENCIAL AGUAS CLARAS                         "," "," "," ARAÇATUBA"," 3502804"," ESP"," 39543937"," 04/10/2012 00","00",387
"388","Funciona","POINT (-50.4541670004528 -21.1530560004474)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ATLANTICO - 1A. ETAPA                           "," ASSINADO"," 481"," "," FAR"," "," "," RUA AGENOR ZANONI                                           "," "," "," ARAÇATUBA"," 3502804"," ESP"," 29491665"," 11/02/2010 00","00",388
"389","Funciona","POINT (-50.4769440004516 -21.153056000446)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ATLANTICO - 2A ETAPA                            "," ASSINADO"," 479"," "," FAR"," "," "," RUA AGENOR ZANONI                                           "," "," "," ARAÇATUBA"," 3502804"," ESP"," 32280087"," 30/04/2010 00","00",389
"390","Funciona","POINT (-50.3136110004535 -21.2577780004496)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO RESIDENCIAL CANDEIAS                               "," ASSINADO"," 402"," "," FAR"," "," "," "," "," "," BIRIGUI"," 3506508"," ESP"," 41150487"," 30/12/2013 00","00",390
"391","Funciona","POINT (-50.3125000004542 -21.2480560004502)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL PORTAL DO PARQUE                                "," ASSINADO"," 397"," "," FAR"," "," "," RUA JOSE MASSON                                             "," "," "," BIRIGUI"," 3506508"," ESP"," 38155667"," 27/06/2013 00","00",391
"392","Funciona","POINT (-50.0902780004567 -21.3888890004552)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL OSVALDO VIZONI                                  "," ASSINADO"," 84"," "," FAR"," "," "," MARGINAL PAU BRASIL - PENAPOLIS/SP                          "," "," "," PENÁPOLIS"," 3537305"," ESP"," 36196596"," 02/10/2012 00","00",392
"393","Funciona","POINT (-50.0569440004573 -21.4063890004561)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJ HAB PREFEITO BENONE SOARES DE QUEIROZ                  "," ASSINADO"," 305"," "," FAR"," "," "," ESTRADA VICINAL KEMIL RAHAL                                 "," "," "," PENÁPOLIS"," 3537305"," ESP"," 40876816"," 28/06/2013 00","00",393
"394","Funciona","POINT (-50.2747220005185 -20.2688890005131)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM SAO FRANCISCO                  "," ASSINADO"," 577"," "," FAR"," "," "," RUA VICENTE SISTO S/N                                       "," "," "," FERNANDÓPOLIS"," 3515509"," ESP"," 34335203"," 19/10/2011 00","00",394
"395","Funciona","POINT (-50.0183330005234 -20.3986110005211)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE BOA VISTA II                                         "," ASSINADO"," 330"," "," FAR"," "," "," ROD EUCLIDES DA CUNHA                                       "," "," "," VOTUPORANGA"," 3557105"," ESP"," 40485709"," 25/03/2013 00","00",395
"396","Funciona","POINT (-49.3608136160292 -20.7612245816175)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM DA SOLIDARIEDADE                         "," ASSINADO"," 1300"," "," FAR"," ESTRADA MUNICIPAL 1"," "," EST MUNICIPAL AO NUCLEO ESPERANCA                           "," "," "," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," 40858506"," 28/06/2013 00","00",396
"397","Funciona","POINT (-49.3283330005351 -20.7597220005416)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE RESIDENCIAL DA LEALDADE MODULO II                    "," ASSINADO"," 430"," "," FAR"," "," "," ESTRADA MUNICIPAL SJR 351 TALHADOS RIO PRETO                "," "," "," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," 39178768"," 20/09/2012 00","00",397
"398","Funciona","POINT (-49.3305560005354 -20.7527780005419)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE RESIDENCIAL DA AMIZADE MODULO II                     "," ASSINADO"," 451"," "," FAR"," "," "," ESTRADA MUNICIPAL SJR 351 TALHADOS/RIO PRETO                "," "," "," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," 39138502"," 20/09/2012 00","00",398
"399","Funciona","POINT (-48.891667000558 -20.7302780005703)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL HARMONIA                                        "," ASSINADO"," 713"," "," FAR"," "," "," AV THEODORO BITENCOURT SN                                   "," "," "," OLÍMPIA"," 3533908"," ESP"," 37604796"," 29/10/2012 00","00",399
"400","Funciona","POINT (-48.5530560005865 -20.5255560006038)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES LEDA SILVEIRA AMENDOLA"," ASSINADO"," 548"," "," FAR"," "," "," RUA KHEDI NAGIB FARAH COM RUA IBRAIM MO - ESTANCIA CONQUEIROS"," "," "," BARRETOS"," 3505500"," ESP"," 525597"," 30/08/2013 00","00",400
"401","Funciona","POINT (-47.3957154290172 -20.5002986686431)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," COND. RES. BERNARDINO PUCCI                                 "," ASSINADO"," 496"," "," FAR"," RUA HEITOR VILA LOBOS 1"," "," RUA HEITOR VILA LOBOS S/N                                   "," "," "," FRANCA"," 3516200"," ESP"," 36764093"," 28/03/2013 00","00",401
"402","Funciona","POINT (-47.4008291386883 -21.0145594879392)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ALTINOPOLIS PM1                                 "," ASSINADO"," 219"," "," FAR - Urbanização"," ESTRADA MUNICIPAL JOSE LEME WALTER 1"," "," ESTRADA MUNICIPAL JOSE LEME WALTER                          "," "," "," ALTINÓPOLIS"," 3501004"," ESP"," 35788102"," 25/07/2014 00","00",402
"403","Funciona","POINT (-46.9938890005989 -21.4491670006414)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL GILDO GERALDO                                   "," ASSINADO"," 414"," "," FAR"," "," "," ESTRADA MUNIC MOC010-DR FRANCISCO P LIMA - ANEXO CH PALMEIRI"," "," "," MOCOCA"," 3530508"," ESP"," 36304150"," 13/11/2012 00","00",403
"404","Funciona","POINT (-46.8889558813042 -21.6066950139691)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL CHICO XAVIER                          "," ASSINADO"," 212"," "," FAR"," AVENIDA AMERICO EMILIO ROMI 1"," "," AV AMERICO EMILIO ROMI - BAIRRO SITIO NOVO                  "," "," "," SÃO JOSÉ DO RIO PARDO"," 3549706"," ESP"," 40881259"," 28/06/2013 00","00",404
"405","Funciona","POINT (-50.4880560004003 -21.9336110003959)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM SAO FRANCISCO II               "," ASSINADO"," 120"," "," FAR"," "," "," RUA FRANCISCO GOMES PATO COM PROLONG. RUA CAMPINAS          "," "," "," TUPÃ"," 3555000"," ESP"," 39400230"," 05/10/2012 00","00",405
"406","Funciona","POINT (-50.4886110004003 -21.9330560003959)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM SAO FRANCISCO I                "," ASSINADO"," 35"," "," FAR"," "," "," ESTR. MUN. BAIRRO S. FRANCISCO C/ PROLONG. RUA CAMPINAS     "," "," "," TUPÃ"," 3555000"," ESP"," 39399186"," 05/10/2012 00","00",406
"407","Funciona","POINT (-50.4997220004005 -21.9213890003959)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL NOVA TUPA                                       "," ASSINADO"," 294"," "," FAR"," "," "," RUA VIRGINIA ZONER NAVE                                     "," "," "," TUPÃ"," 3555000"," ESP"," 31075149"," 23/03/2010 00","00",407
"408","Funciona","POINT (-50.447778000354 -22.6675000003508)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL SANTA CLARA                                     "," ASSINADO"," 570"," "," FAR"," "," "," RUA SANTO ANTONIO - GLEBA                                   "," "," "," ASSIS"," 3504008"," ESP"," 38312360"," 20/06/2012 00","00",408
"409","Funciona","POINT (-49.9547220004148 -22.1430560004154)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO RESIDENCIAL PROF MARINA MORETTI FERREIRA"," ASSINADO"," 494"," "," FAR"," "," "," PROLONGAMENTO AV ELIEZER ROCHA S/N - MARILIA/SP             "," "," "," MARÍLIA"," 3529005"," ESP"," 34323685"," 25/05/2012 00","00",409
"410","Funciona","POINT (-49.4627853476482 -21.9919391155803)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL PIRAJUI I                             "," ASSINADO"," 239"," "," FAR"," RODOVIA VICINAL ANTONIO CARLOS FALAVINHA 1"," "," RODOVIA VICINAL ANTONIO CARLOS FALAVINHA                    "," "," "," PIRAJUÍ"," 3538907"," ESP"," 41149792"," 31/12/2012 00","00",410
"411","Funciona","POINT (-49.1041670004441 -22.3622220004536)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MONTE VERDE                                     "," ASSINADO"," 256"," "," FAR"," "," "," RUA DOIS, MONTE VERDE - BAURU-SP                            "," "," "," BAURU"," 3506003"," ESP"," 29872549"," 14/12/2010 00","00",411
"412","Funciona","POINT (-49.1080560004438 -22.3638890004532)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MONTE VERDE III                                 "," ASSINADO"," 288"," "," FAR"," "," "," RUA DOIS, JARDIM MONTE VERDE S/N                            "," "," "," BAURU"," 3506003"," ESP"," 36807352"," 05/04/2013 00","00",412
"413","Funciona","POINT (-49.1080560004438 -22.3627780004533)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MONTE VERDE II                                  "," ASSINADO"," 208"," "," FAR"," "," "," RUA DOIS, JARDIM MONTE VERDE.                               "," "," "," BAURU"," 3506003"," ESP"," 36806888"," 03/04/2013 00","00",413
"414","Funciona","POINT (-49.1041670004468 -22.3197220004563)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL SAN SEBASTIAN                        "," ASSINADO"," 160"," "," FAR"," "," "," RUA SAO SEBASTIAO QT 3, LADO IMPAR, VILA FILOMENA.          "," "," "," BAURU"," 3506003"," ESP"," 37165333"," 29/06/2012 00","00",414
"415","Funciona","POINT (-49.1147220004468 -22.3116670004562)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MANACAS                                         "," ASSINADO"," 288"," "," FAR"," "," "," "," "," "," BAURU"," 3506003"," ESP"," 41447152"," 26/11/2013 00","00",415
"416","Funciona","POINT (-49.1050000004481 -22.2986110004577)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL CHACARA DAS FLORES 1                            "," ASSINADO"," 176"," "," FAR"," "," "," RUA SARGENTO LEONCIO FERREIRA DOS SANTOS                    "," "," "," BAURU"," 3506003"," ESP"," 37806905"," 30/04/2012 00","00",416
"417","Funciona","POINT (-49.1052780004481 -22.2983330004577)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL CHACARA DAS FLORES 2                            "," ASSINADO"," 176"," "," FAR"," "," "," RUA SARGENTO LEONCIO FERREIRA DOS SANTOS                    "," "," "," BAURU"," 3506003"," ESP"," 38338205"," 31/05/2012 00","00",417
"418","Funciona","POINT (-49.0766670004504 -22.2861110004602)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ARVOREDO                                        "," ASSINADO"," 496"," "," FAR"," "," "," RUA MARIO DOS REIS PEREIRA GLEBA 01 (PARTE) JD COLINA VERDE "," "," "," BAURU"," 3506003"," ESP"," 36721436"," 27/04/2012 00","00",418
"419","Funciona","POINT (-49.08444400045 -22.2855560004598)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM TV                                       "," ASSINADO"," 192"," "," FAR"," "," "," "," "," "," BAURU"," 3506003"," ESP"," 41447484"," 26/11/2013 00","00",419
"420","Funciona","POINT (-49.0313890004502 -22.3230560004606)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS YPES                                        "," ASSINADO"," 224"," "," FAR"," "," "," "," "," "," BAURU"," 3506003"," ESP"," 41618200"," 27/11/2013 00","00",420
"421","Funciona","POINT (-48.7902089336301 -22.5969161358179)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM CAROLINA                       "," ASSINADO"," 452"," "," FAR"," RUA REGINA PISSATO PACCOLA 1"," "," RUA REGINA PISSATO PACCOLA C/ RUA ARMANDO VERONEZI          "," "," "," LENÇÓIS PAULISTA"," 3526803"," ESP"," 40848937"," 28/06/2013 00","00",421
"422","Funciona","POINT (-48.508056000439 -22.8941670004551)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO RESIDENCIAL CAIMA                                  "," ASSINADO"," 499"," "," FAR"," "," "," RUA ANTONIO MADUREIRA, DISTRITO RUBIAO JR, JD SAUDE         "," "," "," BOTUCATU"," 3507506"," ESP"," 39067713"," 31/01/2013 00","00",422
"423","Funciona","POINT (-48.8925000004063 -23.1044440004176)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MARIO EMILIO BANNWART                           "," ASSINADO"," 653"," "," FAR"," "," "," ESTRADA VICINAL AVR 359 - JD PARAISO                        "," "," "," AVARÉ"," 3504503"," ESP"," 39970320"," 26/03/2013 00","00",423
"424","Funciona","POINT (-48.0241398856249 -21.1177746914617)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CJ HABITACIONAL ANELIO CELLINE                              "," ASSINADO"," 200"," "," FAR - Urbanização"," RUA DELFINO ELIOTERIO DE ALMEIDA 1"," "," RUA DELFINO ELIOTERIO DE ALMEIDA S/N                        "," "," "," SERTÃOZINHO"," 3551702"," ESP"," 35788654"," 27/08/2013 00","00",424
"425","Funciona","POINT (-47.9802780005777 -21.0930560006037)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL UMM SERTAOZINHO                      "," ASSINADO"," 240"," "," FAR"," "," "," RUA JOAQUIM FERREIRA N 420                                  "," "," "," SERTÃOZINHO"," 3551702"," ESP"," 38015154"," 14/11/2012 00","00",425
"426","Funciona","POINT (-47.9802780005766 -21.1108330006026)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," GERALDO HONORIO GARCIA                                      "," ASSINADO"," 304"," "," FAR"," "," "," RUA OLIVEIRA BENTO DA SILVA                                 "," "," "," SERTÃOZINHO"," 3551702"," ESP"," 38015604"," 14/09/2012 00","00",426
"427","Funciona","POINT (-46.9735070005629 -22.0491690006041)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," COND RESIDENCIAL DAS ROSAS"," ASSINADO"," 240"," "," FAR"," "," "," RUA FRANCISCO ALVES S/Nº-AREA Nº 8, DES - VILA REGINA"," "," "," AGUAÍ"," 3500303"," ESP"," 776083"," 31/01/2014 00","00",427
"428","Funciona","POINT (-46.9244143222114 -22.3540271966062)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL CASA NOVA                                       "," ASSINADO"," 1400"," "," FAR"," AVENIDA MARGINAL 1"," "," AV. MARGINAL E RUA 26 DO LOTEAMENTO SANTA CRUZ, MOGI GUACU  "," "," "," MOGI GUAÇU"," 3530706"," ESP"," 40823452"," 27/12/2012 00","00",428
"429","Funciona","POINT (-46.7955560005452 -22.4569440005882)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL MORADA NOVA                          "," ASSINADO"," 320"," "," FAR"," "," "," RUA BENEDITO LEITAO, QD 91 DO LOT JOSE TONOLI               "," "," "," ITAPIRA"," 3522604"," ESP"," 38647608"," 29/06/2012 00","00",429
"430","Funciona","POINT (-47.5444440005172 -22.378056000548)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL TERRAS DE AJAPI II                              "," ASSINADO"," 23"," "," FAR"," "," "," AVENIDA OITO E RUA SETE QUADRA K                            "," "," "," RIO CLARO"," 3543907"," ESP"," 37688989"," 29/06/2012 00","00",430
"431","Funciona","POINT (-47.5909630005106 -22.4489360005405)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," VIVER MELHOR RIO CLARO 1"," ASSINADO"," 928"," "," FAR"," "," "," IMÓVEL DESMEMBRADO DO IMÓVEL CORUMBATAÍ - RIO CLARO"," "," "," RIO CLARO"," 3543907"," ESP"," 840924"," 31/07/2013 00","00",431
"432","Funciona","POINT (-47.5892830005104 -22.4537880005403)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," VIVER MELHOR RIO CLARO 2"," ASSINADO"," 1168"," "," FAR"," "," "," TERRENO DESMEMBRADO DO IMóVEL DENOMINAD - RIO CLARO"," "," "," RIO CLARO"," 3543907"," ESP"," 834128"," 31/07/2013 00","00",432
"433","Funciona","POINT (-47.3581165040594 -22.3347030375617)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," LOTEAMENTO RESIDENCIAL JARDIM AEROPORTO                     "," ASSINADO"," 680"," "," FAR"," AVENIDA JOAO ROSSI 1"," "," AVENIDA JOAO ROSSI S/N                                      "," "," "," ARARAS"," 3503307"," ESP"," 38249761"," 28/03/2013 00","00",433
"434","Funciona","POINT (-47.3723613519476 -22.3700375124048)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM DAS ORQUIDEAS                            "," ASSINADO"," 448"," "," FAR"," AVENIDA DA NOVELAS 1"," "," PROL DA AVENIDA DA NOVELAS                                  "," "," "," ARARAS"," 3503307"," ESP"," 40554112"," 27/12/2013 00","00",434
"435","Funciona","POINT (-47.391667000523 -22.3944440005562)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL COSTA E SILVA                        "," ASSINADO"," 368"," "," FAR"," "," "," AVENIDA PRESIDENTE COSTA E SILVA                            "," "," "," ARARAS"," 3503307"," ESP"," 30062719"," 14/01/2010 00","00",435
"436","Funciona","POINT (-47.4447220005109 -22.5491670005428)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," LOTEAMENTO GEADA                                            "," ASSINADO"," 395"," "," FAR"," "," "," AVENIDA PROFESSOR ARY LEVY PEREIRA                          "," "," "," LIMEIRA"," 3526902"," ESP"," 38418316"," 29/06/2012 00","00",436
"437","Funciona","POINT (-46.9096363605931 -23.6380200369437)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JARDIM CASTILHO 2, CONDOMINIO RESIDENCIAL                   "," ASSINADO"," 20"," "," FAR"," RUA PÊRA, 255"," "," RUA PERA, 255                                               "," "," "," COTIA"," 3513009"," RMSP"," 41104415"," 31/01/2014 00","00",437
"438","Funciona","POINT (-46.8244939992923 -23.676079584529)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE DAS CHACARAS I                                       "," ASSINADO"," 112"," "," FAR - Urbanização"," ESTRADA BAVIERA 1"," "," ESTRADA BAVIERA                                             "," "," "," EMBU"," 3515004"," RMSP"," 39801133"," 27/06/2013 00","00",438
"439","Funciona","POINT (-46.869082364381 -23.671100628274)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JARDIM CASTILHO 1, CONDOMINIO RESIDENCIAL                   "," ASSINADO"," 28"," "," FAR"," AVENIDA JOAO PAULO I 3215"," "," AVENIDA JOAO PAULO I, 3215                                  "," "," "," EMBU"," 3515004"," RMSP"," 41104184"," 31/08/2012 00","00",439
"440","Funciona","POINT (-46.8188577540023 -23.6456169351197)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," POMBAS BOTUCATU 2, RESIDENCIAL (ANT POMBAS BOTUCATU-AREA 7) "," ASSINADO"," 20"," "," FAR - Urbanização"," RUA CAPIBARIBE  171"," "," VIELA CAPIBARIBE, 171                                       "," "," "," EMBU"," 3515004"," RMSP"," 35537314"," 27/12/2013 00","00",440
"441","Funciona","POINT (-46.8090118098603 -23.6596564980934)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PARQUE SAO MARCOS                    "," ASSINADO"," 118"," "," FAR"," RUA SAO SEBASTIAO  272"," "," RUA SAO SEBASTIAO, 272 E 294                                "," "," "," EMBU"," 3515004"," RMSP"," 40964106"," 31/01/2013 00","00",441
"442","Funciona","POINT (-46.8050109503495 -23.6616284045239)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," POMBAS BOTUCATU 3, RESIDENCIAL (ANT POMBAS BOTUCATU-AREA 8) "," ASSINADO"," 30"," "," FAR - Urbanização"," RUA PARANAPANEMA  80"," "," RUA PARANAPANEMA, 80                                        "," "," "," EMBU"," 3515004"," RMSP"," 35537647"," 01/10/2010 00","00",442
"443","Funciona","POINT (-46.8052468751545 -23.6609499393064)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," POMBAS BOTUCATU 1, RESIDENCIAL (ANT POMBAS BOTUCATU-AREA 6) "," ASSINADO"," 40"," "," FAR - Urbanização"," RUA PARANAPANEMA  1"," "," RUA PARANAPANEMA, S/N                                       "," "," "," EMBU"," 3515004"," RMSP"," 35536518"," 31/10/2013 00","00",443
"444","Funciona","POINT (-46.5528692203049 -23.439560537431)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE DAS ALDEIAS, CONDOMINIO                              "," ASSINADO"," 1408"," "," FAR"," RUA DA PATRIA  1"," "," RUA DA PATRIA, S/N X ESTRADA GUARULHOS PIMENTAS             "," "," "," GUARULHOS"," 3518800"," RMSP"," 40998348"," 27/06/2013 00","00",444
"445","Funciona","POINT (-46.4760790546106 -23.4025512996923)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," NELSON RODRIGUES, CONDOMINIO                                "," ASSINADO"," 380"," "," FAR"," RUA NELSON RODRIGUES 1"," "," RUA NELSON RODRIGUES S/N                                    "," "," "," GUARULHOS"," 3518800"," RMSP"," 36431474"," 22/08/2013 00","00",445
"446","Funciona","POINT (-46.3148631521759 -23.4341529438231)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JARDIM ALTOS DO PINHEIRINHO                                 "," ASSINADO"," 612"," "," FAR"," ESTRADA DO CUIABA  1"," "," ESTRADA DO CUIABA, S/N                                      "," "," "," ITAQUAQUECETUBA"," 3523107"," RMSP"," 40605551"," 27/06/2013 00","00",446
"447","Funciona","POINT (-46.5217176831584 -23.5577191054221)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," IGUAPE B, CONDOMINIO RESIDENCIAL                            "," ASSINADO"," 300"," "," FAR"," AVENIDA ITAQUERA  1"," "," AVENIDA ITAQUERA, S/N                                       "," "," "," SÃO PAULO"," 3550308"," RMSP"," 34115027"," 31/07/2012 00","00",447
"448","Funciona","POINT (-46.6400824266046 -23.5464214940862)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CENTRO CONSELHEIRO CRISPINIANO                              "," ASSINADO"," 72"," "," FAR"," RUA CONSELHEIRO CRISPINIANO 1"," "," R CONSELHEIRO CRISPINIANO 119/125/131 - CENTRO              "," "," "," SÃO PAULO"," 3550308"," RMSP"," 34459551"," 28/03/2013 00","00",448
"449","Funciona","POINT (-46.9366670004656 -23.6202780005017)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE ARCO IRIS I E II"," ASSINADO"," 384"," "," FAR"," "," "," AVENIDA MARABá, 691, ESQUINA COM ESTRAD - JARDIM PANORAMA"," "," "," Cotia "," 3513009"," RMSP"," 1101675"," 27/11/2013 00","00",449
